"county","cbsa10","cbsatype10","cntyname","cbsaname10","pop10","afact"
"county","cbsa10","cbsatype10","cntyname","2010 CBSA Name","Total Pop, 2010 census","county to cbsatype10 alloc factor"
"37099","99999"," ","Jackson NC","99999",40271,1 
"37101","39580","Metro","Johnston NC","Raleigh-Cary, NC Metropolitan Statistical Area",168878,1 
"37103","35100","Micro","Jones NC","New Bern, NC Micropolitan Statistical Area",10153,1 
"37105","41820","Micro","Lee NC","Sanford, NC Micropolitan Statistical Area",57866,1 
"37107","28820","Micro","Lenoir NC","Kinston, NC Micropolitan Statistical Area",59495,1 
"37109","30740","Micro","Lincoln NC","Lincolnton, NC Micropolitan Statistical Area",78265,1 
"37111","99999"," ","McDowell NC","99999",44996,1 
"37113","99999"," ","Macon NC","99999",33922,1 
"37115","11700","Metro","Madison NC","Asheville, NC Metropolitan Statistical Area",20764,1 
"37117","99999"," ","Martin NC","99999",24505,1 
"37119","16740","Metro","Mecklenburg NC","Charlotte-Gastonia-Rock Hill, NC-SC Metropolitan Statistical Area",919628,1 
"37121","99999"," ","Mitchell NC","99999",15579,1 
"37123","99999"," ","Montgomery NC","99999",27798,1 
"37125","43860","Micro","Moore NC","Southern Pines-Pinehurst, NC Micropolitan Statistical Area",88247,1 
"37127","40580","Metro","Nash NC","Rocky Mount, NC Metropolitan Statistical Area",95840,1 
"37129","48900","Metro","New Hanover NC","Wilmington, NC Metropolitan Statistical Area",202667,1 
"37131","40260","Micro","Northampton NC","Roanoke Rapids, NC Micropolitan Statistical Area",22099,1 
"37133","27340","Metro","Onslow NC","Jacksonville, NC Metropolitan Statistical Area",177772,1 
"37135","20500","Metro","Orange NC","Durham-Chapel Hill, NC Metropolitan Statistical Area",133801,1 
"37137","35100","Micro","Pamlico NC","New Bern, NC Micropolitan Statistical Area",13144,1 
"37139","21020","Micro","Pasquotank NC","Elizabeth City, NC Micropolitan Statistical Area",40661,1 
"37141","48900","Metro","Pender NC","Wilmington, NC Metropolitan Statistical Area",52217,1 
"37143","21020","Micro","Perquimans NC","Elizabeth City, NC Micropolitan Statistical Area",13453,1 
"37145","20500","Metro","Person NC","Durham-Chapel Hill, NC Metropolitan Statistical Area",39464,1 
"37147","24780","Metro","Pitt NC","Greenville, NC Metropolitan Statistical Area",168148,1 
"37149","99999"," ","Polk NC","99999",20510,1 
"37151","24660","Metro","Randolph NC","Greensboro-High Point, NC Metropolitan Statistical Area",141752,1 
"37153","40460","Micro","Richmond NC","Rockingham, NC Micropolitan Statistical Area",46639,1 
"37155","31300","Micro","Robeson NC","Lumberton, NC Micropolitan Statistical Area",134168,1 
"37157","24660","Metro","Rockingham NC","Greensboro-High Point, NC Metropolitan Statistical Area",93643,1 
"37159","41580","Micro","Rowan NC","Salisbury, NC Micropolitan Statistical Area",138428,1 
"37161","22580","Micro","Rutherford NC","Forest City, NC Micropolitan Statistical Area",67810,1 
"37163","99999"," ","Sampson NC","99999",63431,1 
"37165","29900","Micro","Scotland NC","Laurinburg, NC Micropolitan Statistical Area",36157,1 
"37167","10620","Micro","Stanly NC","Albemarle, NC Micropolitan Statistical Area",60585,1 
"37169","49180","Metro","Stokes NC","Winston-Salem, NC Metropolitan Statistical Area",47401,1 
"37171","34340","Micro","Surry NC","Mount Airy, NC Micropolitan Statistical Area",73673,1 
"37173","99999"," ","Swain NC","99999",13981,1 
"37175","14820","Micro","Transylvania NC","Brevard, NC Micropolitan Statistical Area",33090,1 
"37177","99999"," ","Tyrrell NC","99999",4407,1 
"37179","16740","Metro","Union NC","Charlotte-Gastonia-Rock Hill, NC-SC Metropolitan Statistical Area",201292,1 
"37181","25780","Micro","Vance NC","Henderson, NC Micropolitan Statistical Area",45422,1 
"37183","39580","Metro","Wake NC","Raleigh-Cary, NC Metropolitan Statistical Area",900993,1 
"37185","99999"," ","Warren NC","99999",20972,1 
"37187","99999"," ","Washington NC","99999",13228,1 
"37189","14380","Micro","Watauga NC","Boone, NC Micropolitan Statistical Area",51079,1 
"37191","24140","Metro","Wayne NC","Goldsboro, NC Metropolitan Statistical Area",122623,1 
"37193","35900","Micro","Wilkes NC","North Wilkesboro, NC Micropolitan Statistical Area",69340,1 
"37195","48980","Micro","Wilson NC","Wilson, NC Micropolitan Statistical Area",81234,1 
"37197","49180","Metro","Yadkin NC","Winston-Salem, NC Metropolitan Statistical Area",38406,1 
"37199","99999"," ","Yancey NC","99999",17818,1 
"38001","99999"," ","Adams ND","99999",2343,1 
"38003","99999"," ","Barnes ND","99999",11066,1 
"38005","99999"," ","Benson ND","99999",6660,1 
"38007","19860","Micro","Billings ND","Dickinson, ND Micropolitan Statistical Area",783,1 
"38009","99999"," ","Bottineau ND","99999",6429,1 
"38011","99999"," ","Bowman ND","99999",3151,1 
"38013","99999"," ","Burke ND","99999",1968,1 
"38015","13900","Metro","Burleigh ND","Bismarck, ND Metropolitan Statistical Area",81308,1 
"38017","22020","Metro","Cass ND","Fargo, ND-MN Metropolitan Statistical Area",149778,1 
"38019","99999"," ","Cavalier ND","99999",3993,1 
"38021","99999"," ","Dickey ND","99999",5289,1 
"38023","99999"," ","Divide ND","99999",2071,1 
"38025","99999"," ","Dunn ND","99999",3536,1 
"38027","99999"," ","Eddy ND","99999",2385,1 
"38029","99999"," ","Emmons ND","99999",3550,1 
"38031","99999"," ","Foster ND","99999",3343,1 
"38033","99999"," ","Golden Valley ND","99999",1680,1 
"38035","24220","Metro","Grand Forks ND","Grand Forks, ND-MN Metropolitan Statistical Area",66861,1 
"38037","99999"," ","Grant ND","99999",2394,1 
"38039","99999"," ","Griggs ND","99999",2420,1 
"38041","99999"," ","Hettinger ND","99999",2477,1 
"38043","99999"," ","Kidder ND","99999",2435,1 
"38045","99999"," ","LaMoure ND","99999",4139,1 
"38047","99999"," ","Logan ND","99999",1990,1 
"38049","33500","Micro","McHenry ND","Minot, ND Micropolitan Statistical Area",5395,1 
"38051","99999"," ","McIntosh ND","99999",2809,1 
"38053","99999"," ","McKenzie ND","99999",6360,1 
"38055","99999"," ","McLean ND","99999",8962,1 
"38057","99999"," ","Mercer ND","99999",8424,1 
"38059","13900","Metro","Morton ND","Bismarck, ND Metropolitan Statistical Area",27471,1 
"38061","99999"," ","Mountrail ND","99999",7673,1 
"38063","99999"," ","Nelson ND","99999",3126,1 
"38065","99999"," ","Oliver ND","99999",1846,1 
"38067","99999"," ","Pembina ND","99999",7413,1 
"38069","99999"," ","Pierce ND","99999",4357,1 
"38071","99999"," ","Ramsey ND","99999",11451,1 
"38073","99999"," ","Ransom ND","99999",5457,1 
"38075","33500","Micro","Renville ND","Minot, ND Micropolitan Statistical Area",2470,1 
"38077","47420","Micro","Richland ND","Wahpeton, ND-MN Micropolitan Statistical Area",16321,1 
"38079","99999"," ","Rolette ND","99999",13937,1 
"38081","99999"," ","Sargent ND","99999",3829,1 
"38083","99999"," ","Sheridan ND","99999",1321,1 
"38085","99999"," ","Sioux ND","99999",4153,1 
"38087","99999"," ","Slope ND","99999",727,1 
"38089","19860","Micro","Stark ND","Dickinson, ND Micropolitan Statistical Area",24199,1 
"38091","99999"," ","Steele ND","99999",1975,1 
"38093","27420","Micro","Stutsman ND","Jamestown, ND Micropolitan Statistical Area",21100,1 
"38095","99999"," ","Towner ND","99999",2246,1 
"38097","99999"," ","Traill ND","99999",8121,1 
"38099","99999"," ","Walsh ND","99999",11119,1 
"38101","33500","Micro","Ward ND","Minot, ND Micropolitan Statistical Area",61675,1 
"38103","99999"," ","Wells ND","99999",4207,1 
"38105","48780","Micro","Williams ND","Williston, ND Micropolitan Statistical Area",22398,1 
"39001","99999"," ","Adams OH","99999",28550,1 
"39003","30620","Metro","Allen OH","Lima, OH Metropolitan Statistical Area",106331,1 
"39005","11740","Micro","Ashland OH","Ashland, OH Micropolitan Statistical Area",53139,1 
"39007","11780","Micro","Ashtabula OH","Ashtabula, OH Micropolitan Statistical Area",101497,1 
"39009","11900","Micro","Athens OH","Athens, OH Micropolitan Statistical Area",64757,1 
"39011","47540","Micro","Auglaize OH","Wapakoneta, OH Micropolitan Statistical Area",45949,1 
"39013","48540","Metro","Belmont OH","Wheeling, WV-OH Metropolitan Statistical Area",70400,1 
"39015","17140","Metro","Brown OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",44846,1 
"39017","17140","Metro","Butler OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",368130,1 
"39019","15940","Metro","Carroll OH","Canton-Massillon, OH Metropolitan Statistical Area",28836,1 
"39021","46500","Micro","Champaign OH","Urbana, OH Micropolitan Statistical Area",40097,1 
"39023","44220","Metro","Clark OH","Springfield, OH Metropolitan Statistical Area",138333,1 
"39025","17140","Metro","Clermont OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",197363,1 
"39027","48940","Micro","Clinton OH","Wilmington, OH Micropolitan Statistical Area",42040,1 
"39029","20620","Micro","Columbiana OH","East Liverpool-Salem, OH Micropolitan Statistical Area",107841,1 
"39031","18740","Micro","Coshocton OH","Coshocton, OH Micropolitan Statistical Area",36901,1 
"39033","15340","Micro","Crawford OH","Bucyrus, OH Micropolitan Statistical Area",43784,1 
"39035","17460","Metro","Cuyahoga OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",1280122,1 
"39037","24820","Micro","Darke OH","Greenville, OH Micropolitan Statistical Area",52959,1 
"39039","19580","Micro","Defiance OH","Defiance, OH Micropolitan Statistical Area",39037,1 
"39041","18140","Metro","Delaware OH","Columbus, OH Metropolitan Statistical Area",174214,1 
"39043","41780","Metro","Erie OH","Sandusky, OH Metropolitan Statistical Area",77079,1 
"39045","18140","Metro","Fairfield OH","Columbus, OH Metropolitan Statistical Area",146156,1 
"39047","47920","Micro","Fayette OH","Washington Court House, OH Micropolitan Statistical Area",29030,1 
"39049","18140","Metro","Franklin OH","Columbus, OH Metropolitan Statistical Area",1163414,1 
"39051","45780","Metro","Fulton OH","Toledo, OH Metropolitan Statistical Area",42698,1 
"39053","38580","Micro","Gallia OH","Point Pleasant, WV-OH Micropolitan Statistical Area",30934,1 
"39055","17460","Metro","Geauga OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",93389,1 
"39057","19380","Metro","Greene OH","Dayton, OH Metropolitan Statistical Area",161573,1 
"39059","15740","Micro","Guernsey OH","Cambridge, OH Micropolitan Statistical Area",40087,1 
"39061","17140","Metro","Hamilton OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",802374,1 
"39063","22300","Micro","Hancock OH","Findlay, OH Micropolitan Statistical Area",74782,1 
"39065","99999"," ","Hardin OH","99999",32058,1 
"39067","99999"," ","Harrison OH","99999",15864,1 
"39069","99999"," ","Henry OH","99999",28215,1 
"39071","99999"," ","Highland OH","99999",43589,1 
"39073","99999"," ","Hocking OH","99999",29380,1 
"39075","99999"," ","Holmes OH","99999",42366,1 
"39077","35940","Micro","Huron OH","Norwalk, OH Micropolitan Statistical Area",59626,1 
"39079","99999"," ","Jackson OH","99999",33225,1 
"39081","44600","Metro","Jefferson OH","Steubenville-Weirton, OH-WV Metropolitan Statistical Area",69709,1 
"39083","34540","Micro","Knox OH","Mount Vernon, OH Micropolitan Statistical Area",60921,1 
"39085","17460","Metro","Lake OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",230041,1 
"39087","26580","Metro","Lawrence OH","Huntington-Ashland, WV-KY-OH Metropolitan Statistical Area",62450,1 
"39089","18140","Metro","Licking OH","Columbus, OH Metropolitan Statistical Area",166492,1 
"39091","13340","Micro","Logan OH","Bellefontaine, OH Micropolitan Statistical Area",45858,1 
"39093","17460","Metro","Lorain OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",301356,1 
"39095","45780","Metro","Lucas OH","Toledo, OH Metropolitan Statistical Area",441815,1 
"39097","18140","Metro","Madison OH","Columbus, OH Metropolitan Statistical Area",43435,1 
"39099","49660","Metro","Mahoning OH","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",238823,1 
"39101","32020","Micro","Marion OH","Marion, OH Micropolitan Statistical Area",66501,1 
"39103","17460","Metro","Medina OH","Cleveland-Elyria-Mentor, OH Metropolitan Statistical Area",172332,1 
"39105","99999"," ","Meigs OH","99999",23770,1 
"39107","16380","Micro","Mercer OH","Celina, OH Micropolitan Statistical Area",40814,1 
"39109","19380","Metro","Miami OH","Dayton, OH Metropolitan Statistical Area",102506,1 
"39111","99999"," ","Monroe OH","99999",14642,1 
"39113","19380","Metro","Montgomery OH","Dayton, OH Metropolitan Statistical Area",535153,1 
"39115","99999"," ","Morgan OH","99999",15054,1 
"39117","18140","Metro","Morrow OH","Columbus, OH Metropolitan Statistical Area",34827,1 
"39119","49780","Micro","Muskingum OH","Zanesville, OH Micropolitan Statistical Area",86074,1 
"39121","99999"," ","Noble OH","99999",14645,1 
"39123","45780","Metro","Ottawa OH","Toledo, OH Metropolitan Statistical Area",41428,1 
"39125","99999"," ","Paulding OH","99999",19614,1 
"39127","99999"," ","Perry OH","99999",36058,1 
"39129","18140","Metro","Pickaway OH","Columbus, OH Metropolitan Statistical Area",55698,1 
"39131","99999"," ","Pike OH","99999",28709,1 
"39133","10420","Metro","Portage OH","Akron, OH Metropolitan Statistical Area",161419,1 
"39135","19380","Metro","Preble OH","Dayton, OH Metropolitan Statistical Area",42270,1 
"39137","99999"," ","Putnam OH","99999",34499,1 
"39139","31900","Metro","Richland OH","Mansfield, OH Metropolitan Statistical Area",124475,1 
"39141","17060","Micro","Ross OH","Chillicothe, OH Micropolitan Statistical Area",78064,1 
"39143","23380","Micro","Sandusky OH","Fremont, OH Micropolitan Statistical Area",60944,1 
"39145","39020","Micro","Scioto OH","Portsmouth, OH Micropolitan Statistical Area",79499,1 
"39147","45660","Micro","Seneca OH","Tiffin, OH Micropolitan Statistical Area",56745,1 
"39149","43380","Micro","Shelby OH","Sidney, OH Micropolitan Statistical Area",49423,1 
"39151","15940","Metro","Stark OH","Canton-Massillon, OH Metropolitan Statistical Area",375586,1 
"39153","10420","Metro","Summit OH","Akron, OH Metropolitan Statistical Area",541781,1 
"39155","49660","Metro","Trumbull OH","Youngstown-Warren-Boardman, OH-PA Metropolitan Statistical Area",210312,1 
"39157","35420","Micro","Tuscarawas OH","New Philadelphia-Dover, OH Micropolitan Statistical Area",92582,1 
"39159","18140","Metro","Union OH","Columbus, OH Metropolitan Statistical Area",52300,1 
"39161","46780","Micro","Van Wert OH","Van Wert, OH Micropolitan Statistical Area",28744,1 
"39163","99999"," ","Vinton OH","99999",13435,1 
"39165","17140","Metro","Warren OH","Cincinnati-Middletown, OH-KY-IN Metropolitan Statistical Area",212693,1 
"39167","37620","Metro","Washington OH","Parkersburg-Marietta-Vienna, WV-OH Metropolitan Statistical Area",61778,1 
"39169","49300","Micro","Wayne OH","Wooster, OH Micropolitan Statistical Area",114520,1 
"39171","99999"," ","Williams OH","99999",37642,1 
"39173","45780","Metro","Wood OH","Toledo, OH Metropolitan Statistical Area",125488,1 
"39175","99999"," ","Wyandot OH","99999",22615,1 
"40001","99999"," ","Adair OK","99999",22683,1 
"40003","99999"," ","Alfalfa OK","99999",5642,1 
"40005","99999"," ","Atoka OK","99999",14182,1 
"40007","99999"," ","Beaver OK","99999",5636,1 
"40009","21120","Micro","Beckham OK","Elk City, OK Micropolitan Statistical Area",22119,1 
"40011","99999"," ","Blaine OK","99999",11943,1 
"40013","20460","Micro","Bryan OK","Durant, OK Micropolitan Statistical Area",42416,1 
"40015","99999"," ","Caddo OK","99999",29600,1 
"40017","36420","Metro","Canadian OK","Oklahoma City, OK Metropolitan Statistical Area",115541,1 
"40019","11620","Micro","Carter OK","Ardmore, OK Micropolitan Statistical Area",47557,1 
"40021","45140","Micro","Cherokee OK","Tahlequah, OK Micropolitan Statistical Area",46987,1 
"40023","99999"," ","Choctaw OK","99999",15205,1 
"40025","99999"," ","Cimarron OK","99999",2475,1 
"40027","36420","Metro","Cleveland OK","Oklahoma City, OK Metropolitan Statistical Area",255755,1 
"40029","99999"," ","Coal OK","99999",5925,1 
"40031","30020","Metro","Comanche OK","Lawton, OK Metropolitan Statistical Area",124098,1 
"40033","99999"," ","Cotton OK","99999",6193,1 
"40035","99999"," ","Craig OK","99999",15029,1 
"40037","46140","Metro","Creek OK","Tulsa, OK Metropolitan Statistical Area",69967,1 
"40039","48220","Micro","Custer OK","Weatherford, OK Micropolitan Statistical Area",27469,1 
"40041","99999"," ","Delaware OK","99999",41487,1 
"40043","99999"," ","Dewey OK","99999",4810,1 
"40045","99999"," ","Ellis OK","99999",4151,1 
"40047","21420","Micro","Garfield OK","Enid, OK Micropolitan Statistical Area",60580,1 
"40049","99999"," ","Garvin OK","99999",27576,1 
"40051","36420","Metro","Grady OK","Oklahoma City, OK Metropolitan Statistical Area",52431,1 
"40053","99999"," ","Grant OK","99999",4527,1 
"40055","99999"," ","Greer OK","99999",6239,1 
"40057","99999"," ","Harmon OK","99999",2922,1 
"40059","99999"," ","Harper OK","99999",3685,1 
"40061","99999"," ","Haskell OK","99999",12769,1 
"40063","99999"," ","Hughes OK","99999",14003,1 
"40065","11060","Micro","Jackson OK","Altus, OK Micropolitan Statistical Area",26446,1 
"40067","99999"," ","Jefferson OK","99999",6472,1 
"40069","99999"," ","Johnston OK","99999",10957,1 
"40071","38620","Micro","Kay OK","Ponca City, OK Micropolitan Statistical Area",46562,1 
"40073","99999"," ","Kingfisher OK","99999",15034,1 
"40075","99999"," ","Kiowa OK","99999",9446,1 
"40077","99999"," ","Latimer OK","99999",11154,1 
"40079","22900","Metro","Le Flore OK","Fort Smith, AR-OK Metropolitan Statistical Area",50384,1 
"40081","36420","Metro","Lincoln OK","Oklahoma City, OK Metropolitan Statistical Area",34273,1 
